
SURVEY NAME: ???
SURVEY DATE: 12 20 2024  COMMENT:
SURVEY TEAM: 

DECLINATION:    0.00  FORMAT: DDDDLRUDLADNT  CORRECTIONS:  0.00 0.00 0.00  CORRECTIONS2:  0.00 0.00

                FROM                   TO   LENGTH  BEARING      INC     LEFT       UP     DOWN    RIGHT   FLAGS  COMMENTS

                  A1                   A2    15.61   205.02    41.93     0.00     0.00     0.00     0.00
                  A2                   A3    16.91   285.95   -63.05     0.00     0.00     0.00     0.00
                  A3                   A4    17.50   195.52   -41.49     0.00     0.00     0.00     0.00
                  A4                   A5    17.67   215.36    41.00     0.00     0.00     0.00     0.00
                  A5                   A6    19.47   222.27   -36.53     0.00     0.00     0.00     0.00
                  A6                   A7    19.15   204.68    41.75     0.00     0.00     0.00     0.00
                  A7                   A8    12.42   231.34    57.14     0.00     0.00     0.00     0.00
                  A8                   A9    49.65   161.57    69.05     0.00     0.00     0.00     0.00
                  A9                  A10    44.12    68.63    66.87     0.00     0.00     0.00     0.00
                 A10                  A11    23.81   156.57    61.20     0.00     0.00     0.00     0.00
                 A11                  A12    25.46   217.23    30.06     0.00     0.00     0.00     0.00
                 A12                  A13    26.19   151.93    76.84     0.00     0.00     0.00     0.00
                 A13                  A14    79.94    91.74    73.15     0.00     0.00     0.00     0.00
                 A14                  A15    31.33   161.79    26.36     0.00     0.00     0.00     0.00
                 A15                  A16    34.38   197.10   -13.65     0.00     0.00     0.00     0.00
                 A10                  A17    94.30    65.31    69.13     0.00     0.00     0.00     0.00
                 A17                  A18    25.41    99.29    39.69     0.00     0.00     0.00     0.00
                 A18                  A19    17.00    73.61    42.99     0.00     0.00     0.00     0.00


