p100
SURVEY NAME: p100
SURVEY DATE: 07 22 2018 COMMENT: Alain,  Loïc,  sidonie,  ced et bicoullou,  alex,bab  Tristan
SURVEY TEAM:
ced et bab
DECLINATION: 0.0000  FORMAT: DMMDLUDRLADN  CORRECTIONS:  0.00 0.00 0.00

FROM TO LENGTH BEARING INC LEFT UP DOWN RIGHT FLAGS COMMENTS

0 0ss0 3.55 84.7 12.2 -9.90 -9.90 -9.90 -9.90 #|L#
0 0ss1 53.83 162.0 22.7 -9.90 -9.90 -9.90 -9.90 #|L#
0 0ss2 9.28 323.1 5.5 -9.90 -9.90 -9.90 -9.90 #|L#
0 0ss3 37.46 189.3 76.6 -9.90 -9.90 -9.90 -9.90 #|L#
0 0ss4 37.14 114.2 -6.5 -9.90 -9.90 -9.90 -9.90 #|L#
0 0ss5 51.46 86.5 -8.0 -9.90 -9.90 -9.90 -9.90 #|L#
0 0ss6 46.18 64.3 -13.3 -9.90 -9.90 -9.90 -9.90 #|L#
0 0ss7 42.88 21.1 0.3 -9.90 -9.90 -9.90 -9.90 #|L#
0 0ss8 105.40 66.8 -60.6 -9.90 -9.90 -9.90 -9.90 #|L#
0 0ss9 21.17 278.5 -15.5 -9.90 -9.90 -9.90 -9.90 #|L#
0 0ss10 42.74 259.8 -17.2 -9.90 -9.90 -9.90 -9.90 #|L#
0 1 28.78 210.3 10.7 42.36 36.44 91.82 31.06
1 1ss0 24.91 161.0 12.4 -9.90 -9.90 -9.90 -9.90 #|L#
1 1ss1 18.91 326.5 21.5 -9.90 -9.90 -9.90 -9.90 #|L#
1 1ss2 76.40 289.2 86.8 -9.90 -9.90 -9.90 -9.90 #|L#
1 1ss3 49.76 285.1 78.9 -9.90 -9.90 -9.90 -9.90 #|L#
1 2 48.11 244.0 -24.2 24.15 76.28 0.00 17.44
2 2ss0 14.61 150.8 11.3 -9.90 -9.90 -9.90 -9.90 #|L#
2 2ss1 15.44 324.7 8.7 -9.90 -9.90 -9.90 -9.90 #|L#
2 2ss2 74.72 344.7 78.8 -9.90 -9.90 -9.90 -9.90 #|L#
2 2ss3 1.64 293.7 -83.9 -9.90 -9.90 -9.90 -9.90 #|L#
2 2ss4 37.68 177.0 -0.2 -9.90 -9.90 -9.90 -9.90 #|L#
2 2ss5 31.84 238.3 2.3 -9.90 -9.90 -9.90 -9.90 #|L#
2 2ss6 30.44 293.4 5.1 -9.90 -9.90 -9.90 -9.90 #|L#
2 2ss7 48.56 272.8 -0.1 -9.90 -9.90 -9.90 -9.90 #|L#
2 3 52.91 269.7 23.8 37.63 73.30 1.63 14.04
3 3ss0 4.27 170.9 11.5 -9.90 -9.90 -9.90 -9.90 #|L#
3 3ss1 5.20 359.5 5.1 -9.90 -9.90 -9.90 -9.90 #|L#
3 3ss2 13.26 304.9 80.7 -9.90 -9.90 -9.90 -9.90 #|L#
3 3ss3 4.74 329.2 -79.6 -9.90 -9.90 -9.90 -9.90 #|L#
3 4 14.32 264.9 34.1 4.17 13.09 4.67 5.17
4 4ss0 2.13 170.7 -1.6 -9.90 -9.90 -9.90 -9.90 #|L#
4 4ss1 3.05 353.1 -2.4 -9.90 -9.90 -9.90 -9.90 #|L#
4 4ss2 0.64 330.1 -45.5 -9.90 -9.90 -9.90 -9.90 #|L#
4 4ss3 8.88 350.9 82.3 -9.90 -9.90 -9.90 -9.90 #|L#
4 4ss4 77.91 247.7 -9.8 -9.90 -9.90 -9.90 -9.90 #|L#
4 5 20.70 275.2 -18.9 35.66 8.80 13.20 2.98
5 5ss0 18.76 156.4 10.5 -9.90 -9.90 -9.90 -9.90 #|L#
5 5ss1 1.39 334.6 7.7 -9.90 -9.90 -9.90 -9.90 #|L#
5 5ss2 69.52 232.4 73.0 -9.90 -9.90 -9.90 -9.90 #|L#
5 5ss3 8.65 212.6 -82.2 -9.90 -9.90 -9.90 -9.90 #|L#
5 5ss4 17.01 264.9 8.3 -9.90 -9.90 -9.90 -9.90 #|L#
5 5ss5 36.79 214.8 2.0 -9.90 -9.90 -9.90 -9.90 #|L#
5 6 21.11 226.1 -17.9 17.30 66.47 8.57 10.57
6 6ss0 18.08 161.3 3.6 -9.90 -9.90 -9.90 -9.90 #|L#
6 6ss1 1.58 326.9 -0.2 -9.90 -9.90 -9.90 -9.90 #|L#
6 6ss2 80.92 288.4 81.7 -9.90 -9.90 -9.90 -9.90 #|L#
6 6ss3 77.94 166.1 -86.2 -9.90 -9.90 -9.90 -9.90 #|L#
6 7 73.94 276.2 -83.4 16.82 80.06 77.77 3.21
7 7ss0 13.60 186.7 2.9 -9.90 -9.90 -9.90 -9.90 #|L#
7 7ss1 13.47 157.5 -2.3 -9.90 -9.90 -9.90 -9.90 #|L#
7 7ss2 24.72 318.2 24.2 -9.90 -9.90 -9.90 -9.90 #|L#
7 7ss3 133.66 254.7 84.1 -9.90 -9.90 -9.90 -9.90 #|L#
7 7ss4 1.27 302.8 -53.5 -9.90 -9.90 -9.90 -9.90 #|L#
7 7ss5 50.83 231.7 28.7 -9.90 -9.90 -9.90 -9.90 #|L#
7 7ss6 66.58 305.2 41.1 -9.90 -9.90 -9.90 -9.90 #|L#
7 7ss7 35.99 76.7 -6.0 -9.90 -9.90 -9.90 -9.90 #|L#
7 8 24.97 253.6 -41.9 16.63 132.95 3.75 39.35
8 8ss0 0.54 163.8 25.5 -9.90 -9.90 -9.90 -9.90 #|L#
8 8ss1 10.85 357.4 60.4 -9.90 -9.90 -9.90 -9.90 #|L#
8 8ss2 81.83 169.4 87.9 -9.90 -9.90 -9.90 -9.90 #|L#
8 8ss3 2.48 208.2 -85.2 -9.90 -9.90 -9.90 -9.90 #|L#
8 8ss4 10.93 240.1 -3.1 -9.90 -9.90 -9.90 -9.90 #|L#
8 9 56.23 281.9 -83.3 7.24 81.78 2.47 5.20
9 9ss0 5.36 122.8 1.2 -9.90 -9.90 -9.90 -9.90 #|L#
9 9ss1 2.11 305.8 -8.8 -9.90 -9.90 -9.90 -9.90 #|L#
9 9ss2 26.74 335.1 89.6 -9.90 -9.90 -9.90 -9.90 #|L#
9 9ss3 93.43 23.4 -87.7 -9.90 -9.90 -9.90 -9.90 #|L#
9 10 53.50 122.4 -85.3 3.72 26.74 93.35 0.01
10 10ss0 1.57 147.0 -1.3 -9.90 -9.90 -9.90 -9.90 #|L#
10 10ss1 3.95 325.9 7.5 -9.90 -9.90 -9.90 -9.90 #|L#
10 10ss2 50.17 252.1 86.1 -9.90 -9.90 -9.90 -9.90 #|L#
10 10ss3 5.03 187.7 -84.8 -9.90 -9.90 -9.90 -9.90 #|L#
10 10ss4 48.70 64.5 -5.1 -9.90 -9.90 -9.90 -9.90 #|L#
10 10ss5 20.73 42.1 -4.9 -9.90 -9.90 -9.90 -9.90 #|L#
10 10ss6 15.27 79.6 -5.0 -9.90 -9.90 -9.90 -9.90 #|L#
10 11 25.38 14.1 -67.3 2.92 50.06 5.01 37.34
11 11ss0 6.67 167.1 5.4 -9.90 -9.90 -9.90 -9.90 #|L#
