
SURVEY NAME: ???
SURVEY DATE: 9 8 2024  COMMENT:
SURVEY TEAM: 

DECLINATION:    0.00  FORMAT: DDDDLRUDLADNT  CORRECTIONS:  0.00 0.00 0.00  CORRECTIONS2:  0.00 0.00

                FROM                   TO   LENGTH  BEARING      INC     LEFT       UP     DOWN    RIGHT   FLAGS  COMMENTS

                  A1                   A2   222.95    17.36     0.00     0.00     0.00     0.00     0.00
                  A2                   A3   105.53   291.98     0.00     0.00     0.00     0.00     0.00
                  A3                   A4   109.52   349.89     0.00     0.00     0.00     0.00     0.00
                  A4                   A5   142.83    14.28     0.00     0.00     0.00     0.00     0.00
                  A5                   A6    84.21   353.21     0.00     0.00     0.00     0.00     0.00
                  A6                   A7   155.50    41.75     0.00     0.00     0.00     0.00     0.00
                  A7                   A8   187.48   320.24     0.00     0.00     0.00     0.00     0.00
                  A8                   A9    68.53   355.53     0.00     0.00     0.00     0.00     0.00
                  A9                  A10    16.91    98.47     0.00     0.00     0.00     0.00     0.00
                 A10                  A11    41.08    17.65     0.00     0.00     0.00     0.00     0.00
                 A11                  A12    70.34    64.21     0.00     0.00     0.00     0.00     0.00
                 A12                  A13    32.06   357.46     0.00     0.00     0.00     0.00     0.00
                 A13                  A14    17.22   251.94     0.00     0.00     0.00     0.00     0.00
                 A14                  A15    29.15   342.23     0.00     0.00     0.00     0.00     0.00
                 A15                  A16    71.97    24.54     0.00     0.00     0.00     0.00     0.00


